Customer Name,Sales,Profit,Orders
Adam Bellavance,7755.62,2054.5885,8
Jim Epp,7754.976,1623.4019,7
Jane Waco,7721.714,2173.7093999999997,6
Lena Creighton,7663.126,1288.3468999999998,12
John Murray,7625.076000000001,1574.6163999999999,7
Jonathan Doherty,7610.8640000000005,1050.2668,11
Patrick O'Brill,7473.8282,38.47569999999986,11
Maribeth Schnelling,7443.6900000000005,844.9354999999998,10
Rick Wilson,7397.401,1586.6272999999999,7
Brian Moss,7294.185,2199.2781,11
Paul Prost,7252.608,1495.0854000000002,10
Natalie Webber,7234.014,1023.123,7
Dean percer,7198.7609999999995,333.36479999999995,11
Fred Hopkins,6987.196,2050.2826,8
Rick Huthwaite,6979.18,1289.4535,6
Penelope Sewall,6843.634,1742.7296999999999,7
Brenda Bowman,6765.728,1015.0749999999998,9
Joel Eaton,6760.8150000000005,221.7967000000001,13
Yana Sorensen,6720.4439999999995,1778.2923,8
Andy Reiter,6608.448,2884.6208,6
Dan Reichenbach,6528.034000000001,1641.8613,9
Grace Kelly,6497.27,1448.5525,9
Joseph Airdo,6491.026,-819.4217000000001,8
Nathan Mautz,6459.344,2751.6848999999997,7
Valerie Dominguez,6442.254,1617.7874,6
Sarah Brown,6410.996,885.4623999999999,6
James Galang,6366.392,1415.6664,11
Darrin Martin,6345.103,1677.3931,7
Corinna Mitchell,6339.5576,1572.4585,6
Max Jones,6320.746,1054.5529000000001,7
Brosina Hoffman,6255.351,802.7897999999998,8
Rob Lucas,6234.91,488.1483999999999,8
William Brown,6160.102,714.3311,11
Victoria Wilson,6134.0380000000005,-874.6644999999999,10
Shirley Daniels,6121.114,1985.1671999999999,9
Quincy Jones,6108.338,1203.6768,9
Alan Dominguez,6106.88,1869.9294,8
Cassandra Brandow,6076.139,150.2089,10
Greg Maxwell,6049.966,188.72350000000012,3
Shahid Collister,5992.536,236.66149999999996,9
Kristen Hastings,5990.799,1227.5091,7
Robert Marley,5979.0960000000005,1902.5438000000001,5
Keith Herrera,5952.859,656.1161999999999,7
Ben Ferrer,5907.972,1538.2127,11
Christine Phan,5888.275,-1850.3029000000001,8
Bill Donatelli,5718.521,1094.5037,12
Cindy Stewart,5690.054999999999,-6626.389499999999,6
Anne McFarland,5664.022,1085.7326,8
Ross Baird,5633.316000000001,-461.73319999999995,8
Katherine Murray,5620.186,973.7901999999999,8
Alex Avila,5563.56,-362.8825,5
Suzanne McNair,5563.392,581.5741999999999,12
Naresj Patel,5529.62,1208.8890000000001,6
Amy Cox,5527.846,1366.0098,7
Mick Hernandez,5503.093,170.97459999999995,9
Dennis Pardue,5480.723999999999,1571.8318,9
Emily Phan,5478.0608,144.9578,17
Yoseph Carroll,5454.35,1305.629,5
Stefania Perrino,5440.319,-270.42819999999995,9
Luke Weiss,5420.514,837.2411,7
Cathy Prescott,5402.254,427.0258000000001,8
Thomas Seio,5371.09,862.8877000000001,7
Tonja Turnell,5364.808,1124.4999,7
Mitch Webber,5341.900000000001,1238.422,7
Tom Prescott,5329.0048,-1087.3898,5
Tamara Willingham,5278.826,737.3905,7
Dianna Wilson,5271.628,1348.7556,5
Mitch Willingham,5253.876,1665.516,2
Harold Ryan,5248.787,1196.9503999999997,7
Steven Cartwright,5226.21,1276.6513,11
Resi PÃÂ¶lking,5153.084,465.25030000000015,12
Lena Radford,5142.892,535.4763999999999,6
Mike Pelletier,5087.92,226.4529,9
Anna Andreadi,5086.9349999999995,857.8033,6
Ivan Liston,5040.736,1121.937,7
Kelly Lampkin,5016.488,-182.78130000000002,8
Laurel Beltran,4985.676,-52.19099999999998,8
Dave Hallsten,4932.872,1193.7404,6
Irene Maddox,4930.474,514.6527,7
Ted Trevino,4915.602,751.9567,7
Kunst Miller,4909.472,745.7685,8
Philisse Overcash,4893.043,1155.4331,9
Heather Kirkland,4877.784,956.9451,8
Anthony Jacobs,4867.344,150.71300000000005,7
Joe Kamberova,4867.2,55.04830000000011,10
Alan Hwang,4805.344,1308.5546,9
Dean Katz,4802.394,209.8994000000001,9
Russell Applegate,4793.543,304.8673000000001,9
Sue Ann Reed,4767.3415,610.1496000000001,10
Jim Kriz,4760.434,1172.5303,9
Bart Watters,4750.358,921.2573999999998,8
Tracy Blumstein,4737.486,-1603.0451,9
Giulietta Baptist,4716.288,1135.8393,5
Rick Bensley,4715.466,640.5466,12
Erin Smith,4657.924,246.6661000000001,9
Deborah Brumfield,4655.897,841.8263999999999,8
Kean Thornton,4642.088400000001,194.06709999999987,10
Sample Company A,4624.572,1011.7443,9
Eugene Moren,4588.436000000001,1319.3655,6
Dave Brooks,4531.646,473.0272,7
Anthony Rawles,4523.336,494.83519999999993,8
Arthur Gainer,4510.797,343.68240000000003,10
Anthony Johnson,4501.391,1158.7064,7
Linda Cazamias,4492.946,288.2660000000001,8
Stewart Carmichael,4492.657,-671.1874000000001,7
Theone Pippenger,4454.0560000000005,1129.1261,9
Mark Cousins,4432.138,1802.3903,5
Jamie Kunitz,4427.142,1219.983,5
Katrina Willman,4416.5199999999995,1756.135,5
Bradley Drucker,4411.2429999999995,1142.1225,6
Arianne Irving,4375.786,867.7271000000001,10
Scot Coram,4371.9580000000005,440.14099999999996,4
Ellis Ballard,4358.128,656.1988,5
Gary Zandusky,4355.150000000001,1087.7539,9
Steven Roelle,4345.8859999999995,1990.4243999999999,8
Natalie DeCherney,4326.139,353.64549999999997,9
Matt Abelman,4299.161,1240.2266,11
Sung Pak,4282.94,566.7226,10
Dana Kaydos,4282.176,937.6496,5
Rick Duston,4272.93,480.59399999999994,8
Toby Carlisle,4266.812,606.3727,8
Alan Schoenberger,4260.784,719.7751,5
Frank Hawley,4256.272,1073.2676,10
Claudia Bergmann,4246.4555,1049.5600999999997,8
Tracy Hopkins,4234.0960000000005,-571.9678,7
Bill Eplett,4204.676,1487.7739000000001,5
Jill Fjeld,4198.332,1073.2088,8
Gary Hwang,4172.8460000000005,1176.4181,4
Roland Schwarz,4159.7699999999995,1206.3851,8
Muhammed Yedwab,4152.696,-371.7111,11
Peter McVee,4115.662,526.7537,4
Stewart Visinsky,4105.305,485.0271999999999,9
Denise Monton,4074.4719999999998,1319.0586,8
Frank Preis,4046.746,406.44730000000004,8
Susan Pistek,3990.689,14.69239999999979,6
Craig Molinari,3984.4524,176.3107999999997,4
Michael Paige,3983.6420000000003,638.1563,9
Sean Christensen,3979.065,229.1617,7
Sanjit Jacobs,3949.656,144.11890000000008,12
Luke Foster,3930.5089999999996,-3583.977,7
Pierre Wener,3922.4150000000004,1290.354,7
George Ashbrook,3919.7760000000003,840.899,8
Ken Heidel,3918.9660000000003,727.3786,9
Chris Cortes,3913.418,393.9617999999999,12
Dorothy Badders,3908.8028,109.32700000000001,7
Nora Paige,3908.402,514.6002,5
Kelly Collister,3908.262,709.4219,4
Fred Chung,3889.366,714.2926,7
Bill Stewart,3887.834,-17.53220000000016,5
John Stevenson,3868.02,564.9798000000001,5
Ruben Ausman,3832.314,1292.8656,7
Annie Thurman,3831.864,974.107,10
Olvera Toch,3818.624,-925.1203,5
Rose O'Brian,3815.478,-1262.5716,7
Michael Chen,3805.714,698.4174,7
Michael Moore,3794.0800000000004,82.12499999999997,11
Carol Adams,3789.7228,1143.3817,6
Matthew Grinstein,3785.276,341.898,7
Maribeth Dona,3766.382,-241.94999999999987,7
Jim Karlsson,3760.028,750.9484999999999,7
Juliana Krohn,3747.668,586.6625,3
Frank Merwin,3736.198,198.10949999999997,9
Scott Cohen,3729.7929999999997,671.0033999999999,8
Hunter Glantz,3690.284,804.6113,7
Ben Peterman,3675.861,363.5991,9
Liz Preis,3653.399,338.44539999999995,7
Christopher Schild,3651.8585000000003,-342.8033000000001,9
Ed Braxton,3644.978,13.621500000000005,9
Jeremy Pistek,3635.594,757.1801999999998,7
Sam Zeldin,3625.329,366.43030000000005,11
Rick Hansen,3621.3759999999997,563.7877,5
Thomas Boland,3589.296,829.1635,4
Gary McGarr,3582.8199999999997,347.266,7
Dionis Lloyd,3539.322,-52.78799999999987,8
Erica Smith,3510.4579999999996,1003.2935,5
Robert Waldorf,3495.646,707.5503,5
Anna Gayman,3489.0396000000005,-246.42570000000003,7
Emily Ducich,3484.92,670.4435000000001,8
Pauline Webber,3454.916,803.8169,10
Sarah Foster,3422.7859999999996,286.9046,9
Frank Carlisle,3418.742,1217.1662000000001,7
Sally Hughsby,3406.8395,558.474,13
Sandra Glassco,3406.5809999999997,570.438,3
Trudy Schmidt,3368.094,220.91629999999998,5
Sam Craven,3362.9636,-317.0508,5
Victoria Pisteka,3360.526,-1018.7768,7
Doug Jacobs,3356.398,731.5644,3
Dianna Vittorini,3341.587,353.21270000000004,6
Sylvia Foulston,3336.535,539.9352,9
Dan Campbell,3336.168,-1441.6313,9
Arthur Prichep,3323.556,579.3113,10
Dennis Kane,3318.486,377.0798999999999,8
Katharine Harms,3312.864,454.7870999999999,8
Randy Ferguson,3309.15,633.7072000000001,8
Rick Reed,3302.2619999999997,721.6826,6
Brian Dahlen,3288.471,634.8463,7
Brian Stugart,3288.1099999999997,238.7368,3
Rob Williams,3279.746,698.8325,9
Daniel Lacy,3272.2,4.213200000000029,6
Damala Kotsonis,3256.48,881.1228000000001,12
Adam Shillingsburg,3255.31,64.53739999999998,9
Jack O'Briant,3254.949,581.4045,9
Adam Hart,3250.337,281.189,10
Henry Goldwyn,3247.642,-2797.9635000000003,12
Lindsay Castell,3246.626,299.48019999999997,4
Carol Triggs,3241.898,161.22629999999995,8
Edward Becker,3236.314,-80.286,10
Sharelle Roach,3233.481,-3333.9144,5
Lindsay Williams,3230.308,662.8339000000001,6
Ricardo Sperren,3221.29,633.4513999999999,5
Alejandro Savely,3214.236,354.62760000000003,6
Mark Packer,3206.132,600.2873,7
Christine Sundaresam,3202.1620000000003,831.9431999999999,11
Brian Thompson,3196.752,447.74839999999995,7
Deirdre Greer,3195.818,562.7761,5
Jeremy Lonsdale,3173.874,591.7163,6
Greg Matthias,3163.628,35.48649999999999,6
Janet Martin,3159.1220000000003,19.82350000000004,6
Chloris Kastensmidt,3154.855,141.2831,13
Karen Bern,3152.6150000000002,763.9076,7
Maxwell Schwartz,3144.678,280.8584000000001,9
Ruben Dartt,3133.924,455.5291999999999,9
Tanja Norvell,3130.221,-692.0452,7
Steve Nguyen,3127.9592,481.74989999999997,7
Speros Goranitis,3124.832,463.2689999999999,6
Katherine Hughes,3100.612,528.2051,6
Patrick Gardner,3086.907,137.46130000000002,13
Eugene Hildebrand,3082.653,96.27019999999999,10
Gary Mitchum,3078.624,793.2814000000001,6
Eugene Barchas,3071.126,184.76559999999998,6
Mike Gockenbach,3061.543,-93.60300000000001,4
Toby Gnade,3058.372,682.1704,5
Kean Takahito,3057.1,254.0031999999999,7
Shahid Shariari,3056.8070000000002,-1010.9738,6
Sara Luxemburg,3053.012,527.9715,7
Aaron Smayling,3050.692,-253.5746,7
Cynthia Arntzen,3041.566,204.48950000000002,7
Carlos Soltero,3036.547,-126.42230000000002,11
Lindsay Shagiari,2988.674,262.63669999999996,9
Michelle Huthwaite,2984.948,476.9032,5
Frank Atkinson,2984.054,520.5229000000002,7
David Bremer,2973.094,-1421.7692000000002,7
Noel Staavos,2964.823,-234.7714,13
Tamara Manning,2955.2259999999997,573.3013,8
Christine Kargatis,2945.321,261.2208999999998,5
Thea Hudgings,2942.772,-252.5539,4
Liz Thompson,2936.252,320.973,8
Becky Castell,2933.676,251.5974,9
Julie Kriz,2932.484,122.65659999999998,10
Shaun Weien,2921.544,793.6548,7
Maris LaWare,2921.5,-76.17550000000003,6
Rob Dowd,2912.8940000000002,734.5158,10
Craig Yedwab,2900.026,60.646699999999925,8
Neil Ducich,2893.455,443.3367999999999,6
Meg Tillman,2890.139,509.0068,6
Barry FranzÃÂ¶sisch,2888.506,302.02,8
David Smith,2881.8128,163.6993,9
Paul Van Hugh,2876.046,434.52840000000015,5
Ionia McGrath,2872.63,975.7701,3
Chuck Clark,2870.05,424.6582999999999,10
Craig Carroll,2854.1150000000002,850.1591,4
Arthur Wiediger,2852.968,-104.5486,7
Erin Ashbrook,2846.705,-52.74059999999998,13
Linda Southworth,2845.27,-318.7737000000001,6
Darren Budd,2839.2272,213.0028999999999,5
Justin MacKendrick,2833.9260000000004,754.1143999999999,10
Christina VanderZanden,2830.6279999999997,493.0861,5
Troy Staebel,2820.424,-294.6981,7
Gary Hansen,2819.4669999999996,-576.8335,9
Barry Gonzalez,2798.948,-711.4274,8
Trudy Brown,2797.668,379.8819999999998,9
Robert Dilbeck,2786.632,835.7719999999999,5
John Castell,2772.055,279.5692000000001,9
Philip Fox,2770.0,196.87389999999996,6
Emily Burns,2767.219,261.5315,10
Chris Selesnick,2754.216,738.3626,12
Michelle Moray,2749.881,-520.3443000000001,8
Ken Black,2744.742,579.3551,12
Lauren Leatherbury,2741.2039999999997,560.0078,6
Marc Crier,2725.982,461.0014,8
John Lucas,2725.256,779.9046,6
Marina Lichtenstein,2722.843,684.9162,9
Jay Kimmel,2709.632,330.2838,8
Justin Ellison,2697.248,789.6476,3
Bradley Talbott,2684.4919999999997,409.4983,5
Bill Overfelt,2682.728,278.77700000000004,5
Frank Olsen,2678.438,215.5968999999999,10
Nicole Hansen,2673.29,760.1666,7
Richard Bierner,2663.0860000000002,477.23990000000003,8
Eva Jacobs,2656.691,451.87549999999993,5
Dave Kipp,2650.557,536.3935,7
Christina Anderson,2648.2872,279.6183,9
Logan Currie,2633.582,231.1252,9
Ralph Arnett,2617.906,546.0882,9
Katherine Nockton,2617.272,-151.1518,9
Sean O'Donnell,2602.5755,-81.08579999999998,6
Stephanie Ulpright,2595.364,763.4718999999999,7
Helen Andreada,2584.158,99.1444999999998,8
Alejandro Grove,2582.898,732.7399,5
Lena Cacioppo,2580.7039999999997,-188.2511,8
Steve Chapman,2576.408,611.8290999999999,10
Neola Schneider,2575.863,-12.304000000000054,4
Beth Thompson,2567.656,417.5918,5
Eleni McCrary,2567.0099999999998,-133.8275000000001,5
Mary Zewe,2564.906,787.7503,6
Bruce Stewart,2562.382,-113.29840000000013,7
Deanra Eno,2550.874,464.4714000000001,5
Corey Catlett,2540.631,331.434,7
Ann Chong,2537.6859999999997,298.8273,5
Charles McCrossin,2533.314,-394.3686,6
Herbert Flentye,2533.1639999999998,-13.876799999999974,7
Fred McMath,2523.266,191.4898,9
Julia Barnett,2518.115,201.51850000000002,5
Joy Smith,2516.494,-311.25750000000005,6
Don Jones,2501.6879999999996,345.2521,8
Amy Hunt,2495.3916,-196.12009999999998,5
Patrick O'Donnell,2493.214,437.8533,7
Nick Zandusky,2488.31,402.4236,9
Michael Nguyen,2477.946,290.8227,6
Beth Paige,2475.157,-319.0637,7
Charles Crestani,2471.65,392.2825,7
Nat Carroll,2461.404,580.3075,5
Filia McAdams,2456.638,249.6808,10
Mark Hamilton,2456.1820000000002,484.77330000000006,8
Brendan Sweed,2454.928,381.7807,6
Valerie Mitchum,2454.866,513.5269,7
George Zrebassa,2454.6220000000003,828.661,4
Michelle Arnett,2453.284,280.78220000000005,6
Bart Pistole,2442.044,433.9750999999998,12
Matt Collister,2426.067,288.98409999999996,6
Thea Hendricks,2422.824,-135.2125,5
Marc Harrigan,2394.025,28.761200000000038,6
David Flashing,2390.534,-259.3097,3
Xylona Preis,2374.658,621.23,11
Clytie Kelty,2372.75,497.70980000000003,11
Jennifer Ferguson,2371.448,635.6376,6
Cynthia Voltz,2370.3136,98.99749999999999,9
Nick Radford,2367.277,-25.148799999999994,5
Jack Garza,2358.676,684.1911,3
Andrew Gjertsen,2356.855,295.6668,8
Craig Leslie,2353.586,229.0098999999999,5
Maureen Gastineau,2350.188,25.888599999999972,4
Roland Fjeld,2341.2960000000003,711.6168,7
Elizabeth Moffitt,2339.598,682.5541999999998,8
Dean Braden,2332.577,169.9679,10
Chris McAfee,2305.712,365.0387,5
Michael Kennedy,2302.368,-405.3559,8
Lena Hernandez,2295.332,526.0727,9
Kristina Nunn,2280.58,329.76250000000005,8
Jamie Frazer,2279.5860000000002,575.1259,7
Fred Harton,2271.284,706.289,4
Craig Carreira,2269.7015,187.83989999999983,7
Bobby Elias,2261.438,755.9150999999999,5
Kalyca Meade,2260.958,635.1057000000001,6
Matt Connell,2258.192,195.4486,8
Justin Hirsh,2256.3940000000002,-96.95300000000012,4
Maribeth Yedwab,2254.285,319.1211,7
Ken Dana,2243.5099999999998,539.7219,5
Tony Sayre,2243.274,11.377899999999983,6
Jason Gross,2240.58,3.7976000000000134,6
Laurel Workman,2238.061,32.5767,5
Allen Rosenblatt,2236.128,-98.7646,5
Greg Guthrie,2224.0,12.69849999999999,9
Nathan Cano,2218.9900000000002,-2204.8072,6
Mick Crebagga,2218.98,-64.1668000000001,10
Dave Poirier,2215.002,563.1761,8
Phillip Flathmann,2206.1279999999997,591.3118000000001,5
Maya Herman,2203.7780000000002,238.5614,7
Janet Lee,2203.7,54.51739999999992,5
Justin Ritter,2201.686,452.37300000000005,5
Edward Nazzal,2199.366,496.1131,4
Toby Braunhardt,2198.45,490.9567,6
Giulietta Weimer,2189.019,-268.5423,7
Bill Tyler,2186.6130000000003,257.91629999999986,6
Pamela Stobb,2181.479,-134.441,6
Shahid Hopkins,2180.718,-144.5229,10
Kean Nguyen,2171.962,114.30829999999989,5
Daniel Byrd,2171.599,431.3748,8
Roy Phan,2170.716,594.5868,8
Theresa Swint,2163.6240000000003,260.87440000000004,6
Helen Abelman,2163.3,270.8574000000001,7
Ed Jacobs,2162.174,387.0176,4
Neoma Murray,2161.979,788.9525,10
John Dryer,2152.352,-266.55249999999995,5
Clay Rozendal,2148.852,74.40129999999999,4
Duane Noonan,2139.79,540.5405000000001,7
Karen Carlisle,2120.954,846.1217,6
Stefanie Holloman,2096.392,260.6258,2
Liz Carlisle,2095.064,86.77799999999999,5
Rob Haberlin,2085.7400000000002,172.62609999999987,3
Trudy Glocke,2074.661,365.72050000000013,4
Max Ludwig,2071.9139999999998,409.5111999999999,7
Roger Barcio,2067.45,243.07549999999992,4
Tom Stivers,2054.14,48.70169999999999,5
Art Ferguson,2052.908,317.9712,7
Carlos Daly,2033.968,426.661,5
Nicole Fjeld,2031.472,388.2131,7
Denny Joy,2012.52,483.03499999999997,4
Victoria Brennan,2005.596,371.2398,6
Harold Pawlan,1990.314,373.8637,7
Doug Bickford,1989.05,438.80119999999994,7
Paul Gonzalez,1987.164,334.5163,9
Nona Balk,1972.599,117.6429,9
Scott Williamson,1966.65,332.8725,6
Lisa DeCherney,1961.934,557.1714,4
Christy Brittain,1949.2,272.3883,8
Tracy Poddar,1936.6399999999999,139.22869999999986,4
Jas O'Carroll,1934.272,202.13619999999997,6
Jay Fein,1911.844,330.199,6
Max Engle,1908.4532,77.81280000000001,8
Susan Vittorini,1903.491,106.8912,8
Katherine Ducich,1888.964,328.5942,6
Giulietta Dortch,1888.07,230.93729999999996,4
Sheri Gordon,1884.798,-119.0105,8
Lisa Ryan,1879.306,-382.8079,5
Shaun Chance,1874.998,379.5611,7
Brooke Gillingham,1874.172,107.5714999999998,6
Stephanie Phelps,1872.4360000000001,268.4782,9
Nat Gilpin,1869.58,313.63349999999997,5
Cynthia Delaney,1860.732,403.8422,5
Skye Norling,1860.418,-716.8565000000001,6
Patrick Ryan,1840.178,247.6225999999999,5
Ashley Jarboe,1839.24,521.1351999999999,7
Pamela Coakley,1832.064,272.685,4
Emily Grady,1832.02,104.2656,5
Pauline Johnson,1824.2340000000002,682.9979000000001,7
Noah Childs,1821.742,-359.02099999999996,5
Janet Molinari,1804.146,502.6143,5
Jennifer Braxton,1791.605,156.05319999999995,10
Andrew Allen,1790.5120000000002,435.8274,4
Chad Cunningham,1770.945,208.5911999999999,6
Darrin Sayre,1762.213,193.3319,4
Monica Federle,1758.3,456.86080000000004,5
Aaron Hawkins,1744.7,365.21519999999987,7
Logan Haushalter,1739.689,316.5202,9
Ben Wallace,1738.406,246.9973,6
Valerie Takahito,1736.596,-224.08890000000008,2
Adrian Hane,1735.5140000000001,-2.3145999999999844,7
Mike Vittorini,1734.574,273.8582,7
Jessica Myrick,1733.443,356.5395,7
Brad Eason,1727.652,139.2007999999999,6
Denny Blanton,1711.692,438.9092,4
Julie Prescott,1707.71,309.7116,9
Tracy Zic,1707.286,224.8886999999999,4
Becky Pak,1697.8609999999999,647.3847000000001,6
Darren Koutras,1687.04,-107.35379999999998,5
Meg O'Connel,1687.0269999999998,169.34369999999998,8
Ryan Akin,1686.9225,-445.695,5
Katrina Edelman,1686.7312,397.87989999999996,8
Cathy Armstrong,1679.7240000000002,211.2559,5
Candace McMahon,1673.888,214.463,6
Jennifer Patt,1669.135,429.7465,7
Chad McGuire,1661.6100000000001,409.0679,4
Cindy Chapman,1659.438,154.85099999999989,9
Erica Bern,1643.255,162.8781,4
Anne Pryor,1638.554,285.7888,8
Annie Zypern,1622.0179999999998,154.9503,6
Maurice Satty,1613.402,247.43479999999988,6
Tim Brockman,1602.376,260.6155,7
Craig Reiter,1600.55,306.9176,4
Alan Haines,1587.452,-378.5509,4
Benjamin Farhat,1585.162,523.2133,4
Cyma Kinney,1582.109,-338.4311,9
Mike Caudle,1581.9979999999998,121.75650000000009,5
James Lanier,1571.523,209.2817,5
Karl Braun,1569.464,49.71929999999998,9
George Bell,1568.44,7.837100000000003,11
Odella Nelson,1567.52,-5.888999999999982,9
Mark Van Huff,1560.05,189.0258,9
Maria Bertelson,1548.702,212.42499999999998,10
Brian DeCherney,1538.11,206.75689999999997,6
Cathy Hwang,1537.236,195.15109999999999,3
Bruce Degenhardt,1526.5,333.9791,6
Benjamin Venier,1523.2730000000001,315.2214,5
Kelly Andreada,1519.506,234.9194,7
Ann Blume,1515.862,-274.9604,4
John Grady,1507.018,206.1019,6
Dan Lawera,1503.112,322.24489999999986,8
Zuschuss Donatelli,1493.944,249.1307,5
Charlotte Melton,1475.144,91.20329999999998,6
Laurel Elliston,1469.45,161.76489999999998,6
Ted Butterfield,1467.881,390.2113,5
Parhena Norris,1467.152,192.03959999999998,8
Ralph Kennedy,1460.192,269.688,3
Bradley Nguyen,1459.344,340.7054,5
Delfina Latchford,1458.258,288.8732,8
Philip Brown,1456.95,280.6606,8
Andy Gerbode,1455.038,-152.7613,4
Raymond Messe,1453.474,392.1499,6
Paul Knutson,1441.152,-798.705,2
Tamara Dahlen,1434.5480000000002,88.18969999999997,9
Julia West,1428.731,154.06369999999998,4
Mick Brown,1428.231,117.8056999999999,7
Thomas Thornton,1427.0439999999999,278.7371,8
Christine Abelman,1421.954,246.02179999999998,4
Roger Demir,1419.737,207.33039999999997,10
Nancy Lomonaco,1418.0900000000001,343.6381,4
Jill Stevenson,1417.654,-175.54899999999998,4
Paul MacIntyre,1405.402,157.8768,3
Guy Armstrong,1398.382,136.70790000000002,11
Cyra Reiten,1397.8724,83.27029999999999,3
Nathan Gelder,1395.9379999999999,217.0893,5
Jeremy Ellison,1388.682,276.2197,6
Troy Blackwell,1387.559,-136.4091,5
Frank Gastineau,1383.144,394.73969999999997,7
Don Miller,1376.792,199.7688,3
Gene Hale,1361.2440000000001,-95.4498,2
Sarah Bern,1348.02,157.6658,3
Liz MacKendrick,1346.774,-44.87799999999999,5
Maureen Gnade,1342.282,-398.79319999999996,3
Sarah Jordon,1341.036,-23.513700000000004,6
Bryan Mills,1338.842,137.7439,10
Barry Franz,1333.88,-291.38109999999995,4
Saphhira Shifley,1324.028,332.3487,8
Dario Medina,1322.034,108.75829999999999,7
Michelle Tran,1319.4498,-23.676300000000005,4
Shirley Jackson,1318.776,68.09629999999999,5
Magdelene Morse,1314.023,178.402,4
Sibella Parks,1306.086,-118.77570000000001,6
Matt Collins,1303.893,210.7493,8
Eileen Kiefer,1303.478,97.10659999999999,4
Corey-Lock,1300.076,205.62820000000002,5
Denny Ordway,1300.0315,-38.908600000000014,9
Hallie Redmond,1299.288,185.5794,5
Georgia Rosenberg,1284.38,359.83320000000003,2
Cari Sayre,1278.954,185.3776,5
Paul Stevenson,1278.639,198.5099,8
Stuart Van,1271.0900000000001,199.6502,4
Doug O'Connell,1267.316,294.0676,7
Carl Ludwig,1262.0140000000001,328.0847,4
Liz Willingham,1259.04,192.6312,3
Michelle Ellison,1256.944,107.3604,4
Gene McClure,1255.682,441.3185,10
Steve Carroll,1254.64,370.1578,6
Matt Hagelstein,1252.8,122.3612,4
Elpida Rittenbach,1245.788,-295.7398,3
Tony Chapman,1244.976,119.10400000000001,9
Joni Wasserman,1244.086,-29.575899999999987,7
Michael Grace,1242.8329999999999,-470.7684,5
Nora Pelletier,1228.698,514.5017,6
Patrick Jones,1220.09,442.1355,8
Erica Hernandez,1219.53,-94.14079999999997,7
Jack Lebron,1214.956,-207.79559999999998,6
Christina DeMoss,1205.584,233.0274,2
Michael Dominguez,1204.91,-4.040300000000045,5
Dorothy Wardle,1204.854,-266.8966,7
Evan Bailliet,1186.326,282.1701,6
Benjamin Patterson,1181.49,-197.2695,5
Debra Catini,1174.618,132.06820000000002,5
Alyssa Tate,1171.814,100.87680000000002,6
Jim Radford,1156.658,-785.1645,2
Duane Benoit,1155.202,177.67350000000002,7
Claire Gute,1148.7800000000002,169.93439999999998,3
Kimberly Carter,1146.05,156.7797,4
Ross DeVincentis,1137.616,318.4625,8
Carl Weiss,1136.592,370.8298,6
Jim Sink,1131.0639999999999,-54.869200000000006,4
Darrin Van Huff,1119.483,-427.184,5
Alan Barnes,1113.838,220.813,8
Tony Molinari,1094.6779999999999,292.52099999999996,3
Jesus Ocampo,1090.838,167.6709,5
Scot Wooten,1085.078,-19.60620000000001,7
Jeremy Farry,1082.918,-18.06730000000001,11
Dennis Bolton,1081.466,291.0085,5
David Wiener,1080.751,-86.87379999999999,6
Cindy Schnelling,1077.2285,-302.8761,4
Pauline Chand,1061.488,-184.3364,2
